DSType;dataType;numPoints;numColors;gamma;alpha;s;k;rangeSpace;rangeBuildTime;rangeQueryTime;modeSpace;modeBuildTime;modeQueryTime;modeQueryTimeExcludingFirst
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;200000;129211376;303896900;79901;42690524;192724321800;1379823;1379267
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;10;129211376;306234700;83307;59462800;214577770900;11486;11236
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;100;129211376;306234700;86066;59462800;214577770900;58686;57813
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;1000;129211376;306234700;90826;59462800;214577770900;262373;261576
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;5000;129211376;306234700;94589;59462800;214577770900;575691;573939
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;10000;129211376;306234700;95295;59462800;214577770900;819777;818294
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;25000;129211376;306234700;96767;59462800;214577770900;1282859;1280844
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;50000;129211376;306234700;95231;59462800;214577770900;1810006;1812007
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;75000;129211376;306234700;93169;59462800;214577770900;2158748;2157756
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;100000;129211376;306234700;91545;59462800;214577770900;2384838;2383651
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;150000;129211376;306234700;86696;59462800;214577770900;2556674;2556581
Amc::GridSelectColor;synthetic;200000;50000;0;0;58;200000;129211376;306234700;79854;59462800;214577770900;2438534;2438126
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;10;163611376;419121300;91844;159611376;413840200;3841;3713
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;100;163611376;419121300;94769;159611376;413840200;13690;13538
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;1000;163611376;419121300;99521;159611376;413840200;113778;113717
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;5000;163611376;419121300;103499;159611376;413840200;614291;614419
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;10000;163611376;419121300;105071;159611376;413840200;1310294;1310324
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;25000;163611376;419121300;105144;159611376;413840200;3547736;3547804
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;50000;163611376;419121300;104508;159611376;413840200;7569468;7561544
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;75000;163611376;419121300;102626;159611376;413840200;11537133;11542512
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;100000;163611376;419121300;102126;159611376;413840200;15379891;15379574
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;150000;163611376;419121300;97610;159611376;413840200;22698178;22702101
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;200000;163611376;419121300;93813;159611376;413840200;29744314;29742461
AAS2DModeReportDS;synthetic;250000;50000;0;0;62;250000;163611376;419121300;87037;159611376;413840200;36343263;36346447
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;10;163611376;398765800;92820;35346240;153313000;1903020;1907290
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;100;163611376;398765800;95763;35346240;153313000;2325000;2329985
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;1000;163611376;398765800;101035;35346240;153313000;3511397;3505244
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;5000;163611376;398765800;104045;35346240;153313000;5242866;5250503
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;10000;163611376;398765800;106145;35346240;153313000;6206612;6205804
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;25000;163611376;398765800;107113;35346240;153313000;7606445;7609718
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;50000;163611376;398765800;105672;35346240;153313000;8553814;8546560
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;75000;163611376;398765800;104428;35346240;153313000;8987797;8993976
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;100000;163611376;398765800;101547;35346240;153313000;9231179;9229733
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;150000;163611376;398765800;98684;35346240;153313000;8737667;8731348
