DSType;numPoints;numColors;gamma;alpha;r;k;rangeSpace;rangeBuildTime;rangeQueryTime;modeSpace;modeBuildTime;modeQueryTime
AAS1DModeGridDS;50000;500;-1;-1;5;500;1400000;2420571400;34412;400116;10156800;45043
AAS1DModeGridDS;50000;500;-1;-1;5;1000;1400000;2420571400;36475;400116;10156800;79026
AAS1DModeGridDS;50000;500;-1;-1;5;5000;1400000;2420571400;35116;400116;10156800;293359
AAS1DModeGridDS;50000;500;-1;-1;5;10000;1400000;2420571400;34783;400116;10156800;536341
AAS1DModeGridDS;50000;500;-1;-1;5;30000;1400000;2420571400;34430;400116;10156800;854623
AAS1DModeGridDS;50000;500;-1;-1;10;5;1400000;2104490300;35671;400416;39101400;286
AAS1DModeGridDS;50000;500;-1;-1;10;10;1400000;2104490300;34586;400416;39101400;620
AAS1DModeGridDS;50000;500;-1;-1;10;50;1400000;2104490300;34473;400416;39101400;3980
AAS1DModeGridDS;50000;500;-1;-1;10;100;1400000;2104490300;34271;400416;39101400;8663
AAS1DModeGridDS;50000;500;-1;-1;10;500;1400000;2104490300;34004;400416;39101400;46779
AAS1DModeGridDS;50000;500;-1;-1;10;1000;1400000;2104490300;34717;400416;39101400;82752
AAS1DModeGridDS;50000;500;-1;-1;10;5000;1400000;2104490300;34372;400416;39101400;316417
AAS1DModeGridDS;50000;500;-1;-1;10;10000;1400000;2104490300;36787;400416;39101400;407650
AAS1DModeGridDS;50000;500;-1;-1;10;30000;1400000;2104490300;35739;400416;39101400;483157
AAS1DModeGridDS;50000;500;-1;-1;20;5;1400000;2138959800;33483;401616;158858000;285
AAS1DModeGridDS;50000;500;-1;-1;20;10;1400000;2138959800;32132;401616;158858000;624
AAS1DModeGridDS;50000;500;-1;-1;20;50;1400000;2138959800;32506;401616;158858000;4033
AAS1DModeGridDS;50000;500;-1;-1;20;100;1400000;2138959800;32822;401616;158858000;8793
AAS1DModeGridDS;50000;500;-1;-1;20;500;1400000;2138959800;33669;401616;158858000;48546
AAS1DModeGridDS;50000;500;-1;-1;20;1000;1400000;2138959800;33985;401616;158858000;93647
AAS1DModeGridDS;50000;500;-1;-1;20;5000;1400000;2138959800;32870;401616;158858000;243283
AAS1DModeGridDS;50000;500;-1;-1;20;10000;1400000;2138959800;32608;401616;158858000;258371
AAS1DModeGridDS;50000;500;-1;-1;20;30000;1400000;2138959800;32982;401616;158858000;285004
AAS1DModeGridDS;50000;500;-1;-1;40;5;1400000;1863023100;32399;406416;632893600;289
AAS1DModeGridDS;50000;500;-1;-1;40;10;1400000;1863023100;33630;406416;632893600;638
AAS1DModeGridDS;50000;500;-1;-1;40;50;1400000;1863023100;32345;406416;632893600;4126
AAS1DModeGridDS;50000;500;-1;-1;40;100;1400000;1863023100;32376;406416;632893600;9379
AAS1DModeGridDS;50000;500;-1;-1;40;500;1400000;1863023100;32508;406416;632893600;55609
AAS1DModeGridDS;50000;500;-1;-1;40;1000;1400000;1863023100;32449;406416;632893600;112861
AAS1DModeGridDS;50000;500;-1;-1;40;5000;1400000;1863023100;32528;406416;632893600;177733
AAS1DModeGridDS;50000;500;-1;-1;40;10000;1400000;1863023100;33871;406416;632893600;175451
AAS1DModeGridDS;50000;500;-1;-1;40;30000;1400000;1863023100;32178;406416;632893600;186257
AAS1DModeGridDS;50000;500;-1;-1;70;5;1400000;1955140000;32936;419616;1897309400;295
AAS1DModeGridDS;50000;500;-1;-1;70;10;1400000;1955140000;33270;419616;1897309400;654
AAS1DModeGridDS;50000;500;-1;-1;70;50;1400000;1955140000;34179;419616;1897309400;4274
AAS1DModeGridDS;50000;500;-1;-1;70;100;1400000;1955140000;32259;419616;1897309400;10065
AAS1DModeGridDS;50000;500;-1;-1;70;500;1400000;1955140000;32756;419616;1897309400;67764
AAS1DModeGridDS;50000;500;-1;-1;70;1000;1400000;1955140000;32579;419616;1897309400;107128
AAS1DModeGridDS;50000;500;-1;-1;70;5000;1400000;1955140000;32303;419616;1897309400;120501
AAS1DModeGridDS;50000;500;-1;-1;70;10000;1400000;1955140000;33715;419616;1897309400;119331
AAS1DModeGridDS;50000;500;-1;-1;70;30000;1400000;1955140000;33496;419616;1897309400;117233
AAS1DModeGridDS;50000;500;-1;-1;100;5;1400000;2012050600;33173;440016;3974942800;298
AAS1DModeGridDS;50000;500;-1;-1;100;10;1400000;2012050600;32890;440016;3974942800;737
AAS1DModeGridDS;50000;500;-1;-1;100;50;1400000;2012050600;32824;440016;3974942800;4449
AAS1DModeGridDS;50000;500;-1;-1;100;100;1400000;2012050600;31740;440016;3974942800;10554
AAS1DModeGridDS;50000;500;-1;-1;100;500;1400000;2012050600;31956;440016;3974942800;79305
AAS1DModeGridDS;50000;500;-1;-1;100;1000;1400000;2012050600;32249;440016;3974942800;93146
AAS1DModeGridDS;50000;500;-1;-1;100;5000;1400000;2012050600;34412;440016;3974942800;95820
AAS1DModeGridDS;50000;500;-1;-1;100;10000;1400000;2012050600;32272;440016;3974942800;98377
AAS1DModeGridDS;50000;500;-1;-1;100;30000;1400000;2012050600;32097;440016;3974942800;113077
AAS1DModeGridDS;50000;500;-1;-1;150;5;1400000;1982102500;32330;490016;8850858000;306
AAS1DModeGridDS;50000;500;-1;-1;150;10;1400000;1982102500;33679;490016;8850858000;676
AAS1DModeGridDS;50000;500;-1;-1;150;50;1400000;1982102500;31670;490016;8850858000;4919
AAS1DModeGridDS;50000;500;-1;-1;150;100;1400000;1982102500;32566;490016;8850858000;11524
AAS1DModeGridDS;50000;500;-1;-1;150;500;1400000;1982102500;33679;490016;8850858000;63504
AAS1DModeGridDS;50000;500;-1;-1;150;1000;1400000;1982102500;32283;490016;8850858000;64759
AAS1DModeGridDS;50000;500;-1;-1;150;5000;1400000;1982102500;32993;490016;8850858000;70295
AAS1DModeGridDS;50000;500;-1;-1;150;10000;1400000;1982102500;33248;490016;8850858000;68050
AAS1DModeGridDS;50000;500;-1;-1;150;30000;1400000;1982102500;32540;490016;8850858000;65425
AAS1DModeGridDS;50000;500;-1;-1;200;5;1400000;1840979800;32993;560016;15564087000;303
AAS1DModeGridDS;50000;500;-1;-1;200;10;1400000;1840979800;32066;560016;15564087000;679
AAS1DModeGridDS;50000;500;-1;-1;200;50;1400000;1840979800;33249;560016;15564087000;4975
AAS1DModeGridDS;50000;500;-1;-1;200;100;1400000;1840979800;31906;560016;15564087000;12695
AAS1DModeGridDS;50000;500;-1;-1;200;500;1400000;1840979800;32068;560016;15564087000;53333
AAS1DModeGridDS;50000;500;-1;-1;200;1000;1400000;1840979800;31882;560016;15564087000;53805
AAS1DModeGridDS;50000;500;-1;-1;200;5000;1400000;1840979800;31966;560016;15564087000;57379
AAS1DModeGridDS;50000;500;-1;-1;200;10000;1400000;1840979800;33650;560016;15564087000;58645
AAS1DModeGridDS;50000;500;-1;-1;200;30000;1400000;1840979800;34028;560016;15564087000;66170
AAS1DModeGridDS;50000;500;-1;-1;300;5;1400000;1873709400;36837;760016;35016442500;312
AAS1DModeGridDS;50000;500;-1;-1;300;10;1400000;1873709400;38433;760016;35016442500;708
AAS1DModeGridDS;50000;500;-1;-1;300;50;1400000;1873709400;33086;760016;35016442500;5607
AAS1DModeGridDS;50000;500;-1;-1;300;100;1400000;1873709400;35730;760016;35016442500;15429
AAS1DModeGridDS;50000;500;-1;-1;300;500;1400000;1873709400;31726;760016;35016442500;36117
AAS1DModeGridDS;50000;500;-1;-1;300;1000;1400000;1873709400;33254;760016;35016442500;36337
AAS1DModeGridDS;50000;500;-1;-1;300;5000;1400000;1873709400;32086;760016;35016442500;36206
AAS1DModeGridDS;50000;500;-1;-1;300;10000;1400000;1873709400;32013;760016;35016442500;37402
AAS1DModeGridDS;50000;500;-1;-1;300;30000;1400000;1873709400;31686;760016;35016442500;28707
AAS1DModeGridDS;50000;500;-1;-1;500;5;1400000;1732384000;32874;1400016;97640003600;325
AAS1DModeGridDS;50000;500;-1;-1;500;10;1400000;1732384000;33538;1400016;97640003600;756
AAS1DModeGridDS;50000;500;-1;-1;500;50;1400000;1732384000;34483;1400016;97640003600;8270
AAS1DModeGridDS;50000;500;-1;-1;500;100;1400000;1732384000;32434;1400016;97640003600;18698
AAS1DModeGridDS;50000;500;-1;-1;500;500;1400000;1732384000;32118;1400016;97640003600;25665
AAS1DModeGridDS;50000;500;-1;-1;500;1000;1400000;1732384000;38816;1400016;97640003600;29259
AAS1DModeGridDS;50000;500;-1;-1;500;5000;1400000;1732384000;32072;1400016;97640003600;25034
AAS1DModeGridDS;50000;500;-1;-1;500;10000;1400000;1732384000;32506;1400016;97640003600;25876
AAS1DModeGridDS;50000;500;-1;-1;500;30000;1400000;1732384000;32987;1400016;97640003600;27392
AAS1DModeGridDS;50000;500;-1;-1;700;5;1400000;1837411900;31787;2360016;192766503400;340
AAS1DModeGridDS;50000;500;-1;-1;700;10;1400000;1837411900;32526;2360016;192766503400;812
AAS1DModeGridDS;50000;500;-1;-1;700;50;1400000;1837411900;31790;2360016;192766503400;7924
AAS1DModeGridDS;50000;500;-1;-1;700;100;1400000;1837411900;32911;2360016;192766503400;15610
AAS1DModeGridDS;50000;500;-1;-1;700;500;1400000;1837411900;31640;2360016;192766503400;16803
AAS1DModeGridDS;50000;500;-1;-1;700;1000;1400000;1837411900;32151;2360016;192766503400;16393
AAS1DModeGridDS;50000;500;-1;-1;700;5000;1400000;1837411900;32053;2360016;192766503400;16361
AAS1DModeGridDS;50000;500;-1;-1;700;10000;1400000;1837411900;35972;2360016;192766503400;20511
AAS1DModeGridDS;50000;500;-1;-1;700;30000;1400000;1837411900;37866;2360016;192766503400;12636
